season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active
29,1,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,Eliminated Week 3,14,11.0,3.6666666666666665,15.0,15
29,2,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,22.0,7.333333333333333,1.0,15
29,2,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,21.0,7.0,2.0,15
29,2,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,21.0,7.0,2.0,15
29,2,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,20.0,6.666666666666667,4.0,15
29,2,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,19.0,6.333333333333333,5.0,15
29,2,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,Eliminated Week 4,13,18.0,6.0,6.0,15
29,2,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,18.0,6.0,6.0,15
29,2,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,18.0,6.0,6.0,15
29,2,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,18.0,6.0,6.0,15
29,2,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,18.0,6.0,6.0,15
29,2,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,18.0,6.0,6.0,15
29,2,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,Eliminated Week 3,14,16.0,5.333333333333333,12.0,15
29,2,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,16.0,5.333333333333333,12.0,15
29,2,Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,Eliminated Week 2,15,15.0,5.0,14.0,15
29,2,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,15.0,5.0,14.0,15
29,3,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,24.0,8.0,1.0,14
29,3,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,24.0,8.0,1.0,14
29,3,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,23.0,7.666666666666667,3.0,14
29,3,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,22.0,7.333333333333333,4.0,14
29,3,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,22.0,7.333333333333333,4.0,14
29,3,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,22.0,7.333333333333333,4.0,14
29,3,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,21.0,7.0,7.0,14
29,3,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,21.0,7.0,7.0,14
29,3,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,20.0,6.666666666666667,9.0,14
29,3,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,19.0,6.333333333333333,10.0,14
29,3,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,18.0,6.0,11.0,14
29,3,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,18.0,6.0,11.0,14
29,3,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,Eliminated Week 4,13,15.0,5.0,13.0,14
29,3,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,Eliminated Week 3,14,12.0,4.0,14.0,14
29,4,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,28.0,9.333333333333334,1.0,13
29,4,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,25.0,8.333333333333334,2.0,13
29,4,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,24.0,8.0,3.0,13
29,4,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,24.0,8.0,3.0,13
29,4,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,24.0,8.0,3.0,13
29,4,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,24.0,8.0,3.0,13
29,4,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,24.0,8.0,3.0,13
29,4,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,22.0,7.333333333333333,8.0,13
29,4,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,22.0,7.333333333333333,8.0,13
29,4,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,Eliminated Week 4,13,21.0,7.0,10.0,13
29,4,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,21.0,7.0,10.0,13
29,4,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,21.0,7.0,10.0,13
29,4,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,21.0,7.0,10.0,13
29,5,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,29.0,9.666666666666666,1.0,12
29,5,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,27.0,9.0,2.0,12
29,5,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,26.0,8.666666666666666,3.0,12
29,5,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,26.0,8.666666666666666,3.0,12
29,5,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,24.0,8.0,5.0,12
29,5,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,24.0,8.0,5.0,12
29,5,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,24.0,8.0,5.0,12
29,5,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,5.0,12
29,5,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,24.0,8.0,5.0,12
29,5,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,21.0,7.0,10.0,12
29,5,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,19.0,6.333333333333333,11.0,12
29,5,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,19.0,6.333333333333333,11.0,12
29,6,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,27.0,9.0,1.0,11
29,6,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,27.0,9.0,1.0,11
29,6,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,27.0,9.0,1.0,11
29,6,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,27.0,9.0,1.0,11
29,6,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,26.0,8.666666666666666,5.0,11
29,6,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,25.0,8.333333333333334,6.0,11
29,6,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,24.0,8.0,7.0,11
29,6,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,7.0,11
29,6,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,22.0,7.333333333333333,9.0,11
29,6,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,21.0,7.0,10.0,11
29,6,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,18.0,6.0,11.0,11
29,7,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,10
29,7,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,27.0,9.0,2.0,10
29,7,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,27.0,9.0,2.0,10
29,7,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,27.0,9.0,2.0,10
29,7,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,26.0,8.666666666666666,5.0,10
29,7,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,26.0,8.666666666666666,5.0,10
29,7,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,26.0,8.666666666666666,5.0,10
29,7,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,25.0,8.333333333333334,8.0,10
29,7,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,24.0,8.0,9.0,10
29,7,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,22.0,7.333333333333333,10.0,10
29,8,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,30.0,10.0,1.0,8
29,8,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,8
29,8,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,28.9998,9.6666,3.0,8
29,8,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,28.0,9.333333333333334,4.0,8
29,8,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,27.0,9.0,5.0,8
29,8,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,27.0,9.0,5.0,8
29,8,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,26.9998,8.999933333333333,7.0,8
29,8,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,8.0,8
29,9,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,30.0,10.0,1.0,7
29,9,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,30.0,10.0,1.0,7
29,9,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,28.9998,9.6666,3.0,7
29,9,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,28.9998,9.6666,3.0,7
29,9,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,25.9998,8.6666,5.0,7
29,9,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,24.9998,8.333266666666667,6.0,7
29,9,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,7.0,7
29,10,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,30.0,10.0,1.0,6
29,10,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,6
29,10,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,29.0,9.666666666666666,3.0,6
29,10,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,28.5,9.5,4.0,6
29,10,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,28.5,9.5,4.0,6
29,10,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,28.0,9.333333333333334,6.0,6
29,11,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,30.0,10.0,1.0,4
29,11,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,30.0,10.0,1.0,4
29,11,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,4
29,11,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,28.5,9.5,4.0,4
30,1,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,29.0,7.25,1.0,15
30,1,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,28.0,7.0,2.0,15
30,1,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,28.0,7.0,2.0,15
30,1,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,27.0,6.75,4.0,15
30,1,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,26.0,6.5,5.0,15
30,1,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,26.0,6.5,5.0,15
30,1,Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,25.0,6.25,7.0,15
30,1,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,25.0,6.25,7.0,15
30,1,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,24.0,6.0,9.0,15
30,1,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,24.0,6.0,9.0,15
30,1,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,24.0,6.0,9.0,15
30,1,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,24.0,6.0,9.0,15
30,1,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,22.0,5.5,13.0,15
30,1,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,21.0,5.25,14.0,15
30,1,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,13.0,3.25,15.0,15
30,2,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,32.0,8.0,1.0,15
30,2,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,31.0,7.75,2.0,15
30,2,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,30.0,7.5,3.0,15
30,2,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,28.0,7.0,4.0,15
30,2,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,27.0,6.75,5.0,15
30,2,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,27.0,6.75,5.0,15
30,2,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,27.0,6.75,5.0,15
30,2,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,26.0,6.5,8.0,15
30,2,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,25.0,6.25,9.0,15
30,2,Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,24.0,6.0,10.0,15
30,2,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,24.0,6.0,10.0,15
30,2,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,24.0,6.0,10.0,15
30,2,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,23.0,5.75,13.0,15
30,2,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,22.0,5.5,14.0,15
30,2,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,15.0,3.75,15.0,15
30,3,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,24.0,8.0,1.0,14
30,3,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,24.0,8.0,1.0,14
30,3,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,24.0,8.0,1.0,14
30,3,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,23.0,7.666666666666667,4.0,14
30,3,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,22.0,7.333333333333333,5.0,14
30,3,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,22.0,7.333333333333333,5.0,14
30,3,Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,21.0,7.0,7.0,14
30,3,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,21.0,7.0,7.0,14
30,3,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,21.0,7.0,7.0,14
30,3,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,20.0,6.666666666666667,10.0,14
30,3,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,20.0,6.666666666666667,10.0,14
30,3,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,19.0,6.333333333333333,12.0,14
30,3,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,19.0,6.333333333333333,12.0,14
30,3,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,18.0,6.0,14.0,14
30,4,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,36.5,9.125,1.0,13
30,4,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,35.0,8.75,2.0,13
30,4,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,35.0,8.75,2.0,13
30,4,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,34.0,8.5,4.0,13
30,4,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,34.0,8.5,4.0,13
30,4,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,33.0,8.25,6.0,13
30,4,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,32.5,8.125,7.0,13
30,4,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,32.5,8.125,7.0,13
30,4,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,31.5,7.875,9.0,13
30,4,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,29.5,7.375,10.0,13
30,4,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,29.0,7.25,11.0,13
30,4,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,28.5,7.125,12.0,13
30,4,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,26.0,6.5,13.0,13
30,5,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,11
30,5,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,39.0,9.75,2.0,11
30,5,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,36.0,9.0,3.0,11
30,5,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,36.0,9.0,3.0,11
30,5,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,36.0,9.0,3.0,11
30,5,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,36.0,9.0,3.0,11
30,5,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,36.0,9.0,3.0,11
30,5,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,34.0,8.5,8.0,11
30,5,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,32.0,8.0,9.0,11
30,5,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,32.0,8.0,9.0,11
30,5,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,28.0,7.0,11.0,11
30,6,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,40.0,10.0,1.0,10
30,6,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,10
30,6,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,38.0,9.5,3.0,10
30,6,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,38.0,9.5,3.0,10
30,6,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,36.0,9.0,5.0,10
30,6,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,36.0,9.0,5.0,10
30,6,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,36.0,9.0,5.0,10
30,6,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,34.0,8.5,8.0,10
30,6,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,34.0,8.5,8.0,10
30,6,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,32.0,8.0,10.0,10
30,7,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,42.0,10.5,1.0,9
30,7,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,39.0,9.75,2.0,9
30,7,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,38.0,9.5,3.0,9
30,7,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,38.0,9.5,3.0,9
30,7,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,36.0,9.0,5.0,9
30,7,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,34.0,8.5,6.0,9
30,7,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,34.0,8.5,6.0,9
30,7,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,34.0,8.5,6.0,9
30,7,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,32.0,8.0,9.0,9
30,8,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,42.0,10.5,1.0,8
30,8,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,42.0,10.5,1.0,8
30,8,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,42.0,10.5,1.0,8
30,8,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,41.0,10.25,4.0,8
30,8,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,38.0,9.5,5.0,8
30,8,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,36.0,9.0,6.0,8
30,8,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,35.0,8.75,7.0,8
30,8,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,32.0,8.0,8.0,8
30,9,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,6
30,9,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,39.5,9.875,2.0,6
30,9,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,37.5,9.375,3.0,6
30,9,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,37.5,9.375,3.0,6
30,9,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,36.0,9.0,5.0,6
30,9,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,35.5,8.875,6.0,6
30,10,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,40.0,10.0,1.0,4
30,10,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,4
30,10,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,39.0,9.75,3.0,4
30,10,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,38.0,9.5,4.0,4
31,1,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,32.0,8.0,1.0,16
31,1,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,29.0,7.25,2.0,16
31,1,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,28.0,7.0,3.0,16
31,1,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,28.0,7.0,3.0,16
31,1,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,28.0,7.0,3.0,16
31,1,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,27.0,6.75,6.0,16
31,1,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,26.0,6.5,7.0,16
31,1,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,24.0,6.0,8.0,16
31,1,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,23.0,5.75,9.0,16
31,1,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,21.0,5.25,10.0,16
31,1,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,21.0,5.25,10.0,16
31,1,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,20.0,5.0,12.0,16
31,1,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,20.0,5.0,12.0,16
31,1,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,20.0,5.0,12.0,16
