celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,judge_count,judge_total,judge_mean,has_score_record,active
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,2,5.0,5.0,5.0,,3,15.0,5.0,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,2,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,2,5.0,6.0,5.0,,3,16.0,5.333333333333333,True,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,2,7.0,7.0,6.0,,3,20.0,6.666666666666667,True,True
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,2,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,2,5.0,5.0,5.0,,3,15.0,5.0,True,True
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,3,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,3,6.0,6.0,6.0,,3,18.0,6.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,3,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,3,6.0,6.0,6.0,,3,18.0,6.0,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,3,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,3,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,3,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,3,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,3,5.0,5.0,5.0,,3,15.0,5.0,True,True
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,3,5.0,4.0,3.0,,3,12.0,4.0,True,True
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,4,9.0,8.0,8.0,,3,25.0,8.333333333333334,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,4,10.0,9.0,9.0,,3,28.0,9.333333333333334,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,7.0,8.0,7.0,,3,22.0,7.333333333333333,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,4,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,5,8.0,9.0,9.0,,3,26.0,8.666666666666666,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,5,10.0,10.0,9.0,,3,29.0,9.666666666666666,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,5,6.0,6.0,7.0,,3,19.0,6.333333333333333,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,5,9.0,9.0,8.0,,3,26.0,8.666666666666666,True,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,5,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6,9.0,9.0,9.0,,3,27.0,9.0,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,6,9.0,9.0,8.0,,3,26.0,8.666666666666666,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,6,8.0,8.0,8.0,,3,24.0,8.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,6,9.0,9.0,9.0,,3,27.0,9.0,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,6,6.0,6.0,6.0,,3,18.0,6.0,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,7.0,8.0,7.0,,3,22.0,7.333333333333333,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,9.0,9.0,9.0,,3,27.0,9.0,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,6,8.0,8.0,8.0,,3,24.0,8.0,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,9.0,9.0,9.0,,3,27.0,9.0,True,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,6,7.0,7.0,7.0,,3,21.0,7.0,True,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,7,7.0,9.0,8.0,,3,24.0,8.0,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,9.0,9.0,8.0,,3,26.0,8.666666666666666,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,7,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,7,9.0,9.0,8.0,,3,26.0,8.666666666666666,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,7,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,7,7.0,8.0,7.0,,3,22.0,7.333333333333333,True,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,8,9.0,10.0,9.0,,3,28.0,9.333333333333334,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,8,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,8,8.0,8.0,8.0,,3,24.0,8.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,8,9.6666,9.6666,9.6666,,3,28.9998,9.6666,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,8,8.6666,9.6666,8.6666,,3,26.9998,8.999933333333333,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,8,10.0,10.0,10.0,,3,30.0,10.0,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,8,9.0,9.0,9.0,,3,27.0,9.0,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,8,9.0,9.0,9.0,,3,27.0,9.0,True,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,9,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,9,9.6666,9.6666,9.6666,,3,28.9998,9.6666,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,9,8.0,8.0,8.0,,3,24.0,8.0,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,9,8.6666,8.6666,8.6666,,3,25.9998,8.6666,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,9,9.6666,9.6666,9.6666,,3,28.9998,9.6666,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,9,10.0,10.0,10.0,,3,30.0,10.0,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,9,7.6666,8.6666,8.6666,,3,24.9998,8.333266666666667,True,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,10,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,10,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,10,9.5,9.0,9.5,,3,28.0,9.333333333333334,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,10,9.5,10.0,9.5,,3,29.0,9.666666666666666,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,10,9.5,9.5,9.5,,3,28.5,9.5,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,10,9.5,9.5,9.5,,3,28.5,9.5,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,11,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,11,10.0,10.0,10.0,,3,30.0,10.0,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,11,9.5,9.5,9.5,,3,28.5,9.5,True,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,11,10.0,10.0,10.0,,3,30.0,10.0,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,11,0.0,0.0,0.0,,3,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,1,7.0,4.0,5.0,5.0,4,21.0,5.25,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,1,8.0,7.0,7.0,7.0,4,29.0,7.25,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,1,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,1,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,1,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,1,7.0,6.0,7.0,6.0,4,26.0,6.5,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,1,6.0,5.0,6.0,5.0,4,22.0,5.5,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,1,7.0,6.0,6.0,6.0,4,25.0,6.25,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,1,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,1,7.0,6.0,6.0,7.0,4,26.0,6.5,True,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,1,7.0,7.0,6.0,7.0,4,27.0,6.75,True,True
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,1,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,1,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,1,6.0,7.0,6.0,6.0,4,25.0,6.25,True,True
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,1,4.0,3.0,3.0,3.0,4,13.0,3.25,True,True
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,2,7.0,6.0,6.0,6.0,4,25.0,6.25,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,2,8.0,8.0,7.0,8.0,4,31.0,7.75,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,2,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,2,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,2,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,2,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,2,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,2,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,2,7.0,5.0,7.0,7.0,4,26.0,6.5,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,2,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,2,7.0,7.0,8.0,8.0,4,30.0,7.5,True,True
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,2,5.0,5.0,6.0,6.0,4,22.0,5.5,True,True
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,2,6.0,5.0,6.0,6.0,4,23.0,5.75,True,True
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,2,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,2,4.0,3.0,4.0,4.0,4,15.0,3.75,True,True
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,3,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,3,6.0,6.0,6.0,,3,18.0,6.0,True,True
