celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active,season,week,next_week,event_type,observed_eliminated,judge_percent,fan_share_est,fan_rank_est,combined_percent,combined_percent_rank,rank_rule_score,rank_rule_bad_rank,fan_rescue_gap,controversy_index,fan_share_min,fan_share_max,fan_share_width,percent_rule_eliminated,rank_rule_eliminated
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,27.0,9.0,2.0,12,29,5,6,single_elimination,False,0.09407665505226481,0.08333225777353878,11.0,0.1774089128258036,11.0,13.0,2.0,-9.0,9.0,0.0,1.0,1.0,False,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,26.0,8.666666666666666,3.0,12,29,5,6,single_elimination,False,0.09059233449477352,0.08333294964754635,4.0,0.1739252841423199,9.0,7.0,10.0,-1.0,1.0,0.0,1.0,1.0,False,False
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,26.0,8.666666666666666,3.0,12,29,5,6,single_elimination,False,0.09059233449477352,0.08333294964754635,4.0,0.1739252841423199,9.0,7.0,10.0,-1.0,1.0,0.0,1.0,1.0,False,False
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,24.0,8.0,5.0,12,29,5,6,single_elimination,False,0.08362369337979095,0.08333272954549416,6.0,0.16695642292528512,4.0,11.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,24.0,8.0,5.0,12,29,5,6,single_elimination,False,0.08362369337979095,0.08333272954549416,6.0,0.16695642292528512,4.0,11.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,24.0,8.0,5.0,12,29,5,6,single_elimination,False,0.08362369337979095,0.08333272954549416,6.0,0.16695642292528512,4.0,11.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,5.0,12,29,5,6,single_elimination,False,0.08362369337979095,0.08333272954549416,6.0,0.16695642292528512,4.0,11.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,24.0,8.0,5.0,12,29,5,6,single_elimination,False,0.08362369337979095,0.08333272954549416,6.0,0.16695642292528512,4.0,11.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,21.0,7.0,10.0,12,29,5,6,single_elimination,False,0.07317073170731707,0.08333739541552475,2.0,0.15650812712284182,3.0,12.0,3.0,8.0,8.0,0.0,1.0,1.0,False,False
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,19.0,6.333333333333333,11.0,12,29,5,6,single_elimination,False,0.06620209059233449,0.0833386628053825,1.0,0.149540753397717,2.0,12.0,3.0,10.0,10.0,0.0,1.0,1.0,False,False
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,Eliminated Week 5,12,19.0,6.333333333333333,11.0,12,29,5,6,single_elimination,True,0.06620209059233449,0.08332515790825806,12.0,0.14952724850059257,1.0,23.0,1.0,-1.0,1.0,0.0,0.1004645760743322,0.1004645760743322,True,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,27.0,9.0,1.0,11,29,6,7,single_elimination,False,0.10074626865671642,0.09088439390514715,2.0,0.19163066256186356,8.0,3.0,8.0,-1.0,1.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,27.0,9.0,1.0,11,29,6,7,single_elimination,False,0.10074626865671642,0.09088439390514715,2.0,0.19163066256186356,8.0,3.0,8.0,-1.0,1.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,27.0,9.0,1.0,11,29,6,7,single_elimination,False,0.10074626865671642,0.09088439390514715,2.0,0.19163066256186356,8.0,3.0,8.0,-1.0,1.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,27.0,9.0,1.0,11,29,6,7,single_elimination,False,0.10074626865671642,0.09088439390514715,2.0,0.19163066256186356,8.0,3.0,8.0,-1.0,1.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,26.0,8.666666666666666,5.0,11,29,6,7,single_elimination,False,0.09701492537313433,0.09087231529435086,8.0,0.1878872406674852,7.0,13.0,5.0,-3.0,3.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,25.0,8.333333333333334,6.0,11,29,6,7,single_elimination,False,0.09328358208955224,0.09087770096130864,6.0,0.18416128305086088,6.0,12.0,6.0,0.0,0.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,24.0,8.0,7.0,11,29,6,7,single_elimination,False,0.08955223880597014,0.09086910633109879,9.0,0.18042134513706892,4.0,16.0,2.0,-2.0,2.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,7.0,11,29,6,7,single_elimination,False,0.08955223880597014,0.09086910633109879,9.0,0.18042134513706892,4.0,16.0,2.0,-2.0,2.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,22.0,7.333333333333333,9.0,11,29,6,7,single_elimination,False,0.08208955223880597,0.09087392950705359,7.0,0.17296348174585957,3.0,16.0,2.0,2.0,2.0,0.0,0.9888059701492538,0.9888059701492538,False,False
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,Eliminated Week 6,11,21.0,7.0,10.0,11,29,6,7,single_elimination,True,0.07835820895522388,0.08545311150045361,11.0,0.16381132045567748,1.0,21.0,1.0,-1.0,1.0,0.0,0.10345997286295792,0.10345997286295792,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,18.0,6.0,11.0,11,29,6,7,single_elimination,False,0.06716417910447761,0.09664715317491487,1.0,0.16381133227939249,2.0,12.0,6.0,10.0,10.0,0.011194029850746273,1.0,0.9888059701492538,False,False
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,10,29,7,8,multi_elimination,False,0.11538461538461539,0.0999933785777223,6.0,0.2153779939623377,10.0,7.0,7.0,-5.0,5.0,0.0,0.9961538461538462,0.9961538461538462,False,False
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,27.0,9.0,2.0,10,29,7,8,multi_elimination,False,0.10384615384615385,0.1000018740692252,2.0,0.20384802791537904,7.0,4.0,8.0,0.0,0.0,0.0,0.9961538461538462,0.9961538461538462,False,False
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,27.0,9.0,2.0,10,29,7,8,multi_elimination,False,0.10384615384615385,0.1000018740692252,2.0,0.20384802791537904,7.0,4.0,8.0,0.0,0.0,0.0,0.9961538461538462,0.9961538461538462,False,False
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,27.0,9.0,2.0,10,29,7,8,multi_elimination,False,0.10384615384615385,0.1000018740692252,2.0,0.20384802791537904,7.0,4.0,8.0,0.0,0.0,0.0,0.9961538461538462,0.9961538461538462,False,False
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,26.0,8.666666666666666,5.0,10,29,7,8,multi_elimination,False,0.1,0.09999267145722553,7.0,0.19999267145722555,4.0,12.0,3.0,-2.0,2.0,0.0,0.9961538461538462,0.9961538461538462,False,False
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,26.0,8.666666666666666,5.0,10,29,7,8,multi_elimination,False,0.1,0.09999267145722553,7.0,0.19999267145722555,4.0,12.0,3.0,-2.0,2.0,0.0,0.9961538461538462,0.9961538461538462,False,False
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,26.0,8.666666666666666,5.0,10,29,7,8,multi_elimination,False,0.1,0.09999267145722553,7.0,0.19999267145722555,4.0,12.0,3.0,-2.0,2.0,0.0,0.9961538461538462,0.9961538461538462,False,False
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,Withdrew,9,25.0,8.333333333333334,8.0,10,29,7,8,multi_elimination,True,0.09615384615384616,0.09809136184523677,10.0,0.19424520799908293,2.0,18.0,1.0,-2.0,2.0,0.0,0.11666666666666665,0.11666666666666665,True,True
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,24.0,8.0,9.0,10,29,7,8,multi_elimination,False,0.09230769230769231,0.1019375477427323,1.0,0.1942452400504246,3.0,10.0,6.0,8.0,8.0,0.0038461538461538464,1.0,0.9961538461538462,False,False
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,Eliminated Week 7,10,22.0,7.333333333333333,10.0,10,29,7,8,multi_elimination,True,0.08461538461538462,0.09999407378385816,5.0,0.18460945839924278,1.0,15.0,2.0,5.0,5.0,0.0,0.12692307692307686,0.12692307692307686,True,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,30.0,10.0,1.0,8,29,8,9,single_elimination,False,0.13513537862230382,0.12495950932684176,2.0,0.2600948879491456,7.0,3.0,7.0,-1.0,1.0,0.0,0.9864855612352454,0.9864855612352454,False,False
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,8,29,8,9,single_elimination,False,0.13513537862230382,0.12495950932684176,2.0,0.2600948879491456,7.0,3.0,7.0,-1.0,1.0,0.0,0.9864855612352454,0.9864855612352454,False,False
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,28.9998,9.6666,3.0,8,29,8,9,single_elimination,False,0.13062996509903624,0.12495920051311583,5.0,0.25558916561215206,6.0,8.0,6.0,-2.0,2.0,0.0,0.9864855612352454,0.9864855612352454,False,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,28.0,9.333333333333334,4.0,8,29,8,9,single_elimination,False,0.1261263533808169,0.12494817045363585,7.0,0.2510745238344527,5.0,11.0,3.0,-3.0,3.0,0.0,0.9864855612352454,0.9864855612352454,False,False
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,27.0,9.0,5.0,8,29,8,9,single_elimination,False,0.12162184076007344,0.1249593990706875,4.0,0.24658123983076094,4.0,9.0,4.0,1.0,1.0,0.0,0.9864855612352454,0.9864855612352454,False,False
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,Eliminated Week 8,8,27.0,9.0,5.0,8,29,8,9,single_elimination,True,0.12162184076007344,0.1183751730252141,8.0,0.23999701378528754,1.0,13.0,1.0,-3.0,3.0,0.0,0.12837815923992657,0.12837815923992657,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,26.9998,8.999933333333333,7.0,8,29,8,9,single_elimination,False,0.1216209398575493,0.12495032234739063,6.0,0.24657126220493994,3.0,13.0,1.0,1.0,1.0,9.009025241368818e-07,0.9864864621377696,0.9864855612352454,False,False
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,8.0,8,29,8,9,single_elimination,False,0.10810830289784307,0.13188871515780165,1.0,0.23999701805564472,2.0,9.0,4.0,7.0,7.0,0.013513537862230376,0.9999990990974759,0.9864855612352454,False,False
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,30.0,10.0,1.0,7,29,9,10,single_elimination,False,0.15544105882304177,0.14285137939155818,3.0,0.29829243821459994,6.0,4.0,6.0,-2.0,2.0,0.0,0.9948196676462908,0.9948196676462908,False,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,30.0,10.0,1.0,7,29,9,10,single_elimination,False,0.15544105882304177,0.14285137939155818,3.0,0.29829243821459994,6.0,4.0,6.0,-2.0,2.0,0.0,0.9948196676462908,0.9948196676462908,False,False
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,28.9998,9.6666,3.0,7,29,9,10,single_elimination,False,0.15025865392188156,0.14284735279588273,5.0,0.2931060067177643,4.0,8.0,2.0,-2.0,2.0,0.0,0.9948196676462908,0.9948196676462908,False,False
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,28.9998,9.6666,3.0,7,29,9,10,single_elimination,False,0.15025865392188156,0.14284735279588273,5.0,0.2931060067177643,4.0,8.0,2.0,-2.0,2.0,0.0,0.9948196676462908,0.9948196676462908,False,False
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,25.9998,8.6666,5.0,7,29,9,10,single_elimination,False,0.1347145480395774,0.1428564278898125,2.0,0.2775709759293899,3.0,7.0,5.0,3.0,3.0,0.0,0.9948196676462908,0.9948196676462908,False,False
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,Eliminated Week 9,7,24.9998,8.333266666666667,6.0,7,29,9,10,single_elimination,True,0.12953317941214265,0.14028287189850216,7.0,0.2698160513106448,1.0,13.0,1.0,-1.0,1.0,0.0,0.15618110630214307,0.15618110630214307,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,24.0,8.0,7.0,7,29,9,10,single_elimination,False,0.12435284705843341,0.1454632349647455,1.0,0.2698160820231789,2.0,8.0,2.0,6.0,6.0,0.005180332353709238,1.0,0.9948196676462908,False,False
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,1st Place,1,30.0,10.0,1.0,6,29,10,11,multi_elimination,False,0.1724137931034483,0.16665594227736993,3.0,0.3390697353808182,5.0,4.0,5.0,-2.0,2.0,0.0,0.9971264367816092,0.9971264367816092,False,False
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,2nd Place,2,30.0,10.0,1.0,6,29,10,11,multi_elimination,False,0.1724137931034483,0.16665594227736993,3.0,0.3390697353808182,5.0,4.0,5.0,-2.0,2.0,0.0,0.9971264367816092,0.9971264367816092,False,False
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,4th Place,4,29.0,9.666666666666666,3.0,6,29,10,11,multi_elimination,False,0.16666666666666666,0.16667547451128042,2.0,0.3333421411779471,4.0,5.0,4.0,1.0,1.0,0.0,0.9971264367816092,0.9971264367816092,False,False
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,Eliminated Week 10,6,28.5,9.5,4.0,6,29,10,11,multi_elimination,True,0.16379310344827586,0.16571304773526702,5.0,0.3295061511835429,2.0,9.0,2.0,-1.0,1.0,0.0,0.20344827586206896,0.20344827586206896,True,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,Eliminated Week 10,5,28.5,9.5,4.0,6,29,10,11,multi_elimination,True,0.16379310344827586,0.16571285311827594,6.0,0.3295059565665518,1.0,10.0,1.0,-2.0,2.0,0.0,0.20344827586206896,0.20344827586206896,True,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,3rd Place,3,28.0,9.333333333333334,6.0,6,29,10,11,multi_elimination,False,0.16091954022988506,0.16858673834678,1.0,0.32950627857666503,3.0,7.0,3.0,5.0,5.0,0.002873563218390801,1.0,0.9971264367816092,False,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,32.0,8.0,1.0,15,30,2,3,single_elimination,False,0.08311688311688312,0.06666675952052911,5.0,0.14978364263741223,15.0,6.0,15.0,-4.0,4.0,0.0,1.0,1.0,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,31.0,7.75,2.0,15,30,2,3,single_elimination,False,0.08051948051948052,0.06666633027790043,13.0,0.14718581079738097,14.0,15.0,5.0,-11.0,11.0,0.0,1.0,1.0,False,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,30.0,7.5,3.0,15,30,2,3,single_elimination,False,0.07792207792207792,0.06666644980588628,12.0,0.1445885277279642,13.0,15.0,5.0,-9.0,9.0,0.0,1.0,1.0,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,28.0,7.0,4.0,15,30,2,3,single_elimination,False,0.07272727272727272,0.06666661942405415,6.0,0.13939389215132686,12.0,10.0,14.0,-2.0,2.0,0.0,1.0,1.0,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,27.0,6.75,5.0,15,30,2,3,single_elimination,False,0.07012987012987013,0.06666647158264022,8.0,0.13679634171251034,9.0,13.0,7.0,-3.0,3.0,0.0,1.0,1.0,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,27.0,6.75,5.0,15,30,2,3,single_elimination,False,0.07012987012987013,0.06666647158264022,8.0,0.13679634171251034,9.0,13.0,7.0,-3.0,3.0,0.0,1.0,1.0,False,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,27.0,6.75,5.0,15,30,2,3,single_elimination,False,0.07012987012987013,0.06666647158264022,8.0,0.13679634171251034,9.0,13.0,7.0,-3.0,3.0,0.0,1.0,1.0,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,26.0,6.5,8.0,15,30,2,3,single_elimination,False,0.06753246753246753,0.0666671957501607,4.0,0.13419966328262822,8.0,12.0,10.0,4.0,4.0,0.0,1.0,1.0,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,25.0,6.25,9.0,15,30,2,3,single_elimination,False,0.06493506493506493,0.0666662453645897,14.0,0.13160131029965463,7.0,23.0,3.0,-5.0,5.0,0.0,1.0,1.0,False,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,24.0,6.0,10.0,15,30,2,3,single_elimination,False,0.06233766233766234,0.06666735254550492,1.0,0.12900501488316726,4.0,11.0,11.0,9.0,9.0,0.0,1.0,1.0,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,24.0,6.0,10.0,15,30,2,3,single_elimination,False,0.06233766233766234,0.06666735254550492,1.0,0.12900501488316726,4.0,11.0,11.0,9.0,9.0,0.0,1.0,1.0,False,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,24.0,6.0,10.0,15,30,2,3,single_elimination,False,0.06233766233766234,0.06666735254550492,1.0,0.12900501488316726,4.0,11.0,11.0,9.0,9.0,0.0,1.0,1.0,False,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,23.0,5.75,13.0,15,30,2,3,single_elimination,False,0.05974025974025974,0.06666659581747901,7.0,0.12640685555773876,3.0,20.0,4.0,6.0,6.0,0.0,1.0,1.0,False,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,22.0,5.5,14.0,15,30,2,3,single_elimination,False,0.05714285714285714,0.06666586365754339,15.0,0.12380872080040053,2.0,29.0,1.0,-1.0,1.0,0.0,1.0,1.0,False,True
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,15.0,3.75,15.0,15,30,2,3,single_elimination,True,0.03896103896103896,0.06666646762439293,11.0,0.1056275065854319,1.0,26.0,2.0,4.0,4.0,0.0,0.09437229437229432,0.09437229437229432,True,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,24.0,8.0,1.0,14,30,3,4,single_elimination,False,0.08053691275167785,0.07139332912680214,11.0,0.15193024187847998,12.0,12.0,9.0,-10.0,10.0,0.0,0.9697986577181208,0.9697986577181208,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,24.0,8.0,1.0,14,30,3,4,single_elimination,False,0.08053691275167785,0.07139332912680214,11.0,0.15193024187847998,12.0,12.0,9.0,-10.0,10.0,0.0,0.9697986577181208,0.9697986577181208,False,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,24.0,8.0,1.0,14,30,3,4,single_elimination,False,0.08053691275167785,0.07139332912680214,11.0,0.15193024187847998,12.0,12.0,9.0,-10.0,10.0,0.0,0.9697986577181208,0.9697986577181208,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,23.0,7.666666666666667,4.0,14,30,3,4,single_elimination,False,0.07718120805369127,0.0714076891290663,4.0,0.14858889718275758,11.0,8.0,14.0,0.0,0.0,0.0,0.9697986577181208,0.9697986577181208,False,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,22.0,7.333333333333333,5.0,14,30,3,4,single_elimination,False,0.0738255033557047,0.07139797903010857,9.0,0.14522348238581329,9.0,14.0,5.0,-4.0,4.0,0.0,0.9697986577181208,0.9697986577181208,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,22.0,7.333333333333333,5.0,14,30,3,4,single_elimination,False,0.0738255033557047,0.07139797903010857,9.0,0.14522348238581329,9.0,14.0,5.0,-4.0,4.0,0.0,0.9697986577181208,0.9697986577181208,False,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,21.0,7.0,7.0,14,30,3,4,single_elimination,True,0.07046979865771812,0.06562735988692395,14.0,0.13609715854464205,1.0,21.0,1.0,-7.0,7.0,0.0,0.07238734419942473,0.07238734419942473,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,21.0,7.0,7.0,14,30,3,4,single_elimination,False,0.07046979865771812,0.07140493458716411,5.0,0.14187473324488223,7.0,12.0,9.0,2.0,2.0,0.0,0.9697986577181208,0.9697986577181208,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,21.0,7.0,7.0,14,30,3,4,single_elimination,False,0.07046979865771812,0.07140493458716411,5.0,0.14187473324488223,7.0,12.0,9.0,2.0,2.0,0.0,0.9697986577181208,0.9697986577181208,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,20.0,6.666666666666667,10.0,14,30,3,4,single_elimination,False,0.06711409395973154,0.07140352462834149,7.0,0.13851761858807304,5.0,17.0,2.0,3.0,3.0,0.0033557046979865723,0.9731543624161074,0.9697986577181208,False,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,20.0,6.666666666666667,10.0,14,30,3,4,single_elimination,False,0.06711409395973154,0.07140352462834149,7.0,0.13851761858807304,5.0,17.0,2.0,3.0,3.0,0.0033557046979865723,0.9731543624161073,0.9697986577181208,False,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,19.0,6.333333333333333,12.0,14,30,3,4,single_elimination,False,0.06375838926174497,0.07233880313791734,2.0,0.1360971923996623,3.0,14.0,5.0,10.0,10.0,0.006711409395973145,0.9765100671140938,0.9697986577181207,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,19.0,6.333333333333333,12.0,14,30,3,4,single_elimination,False,0.06375838926174497,0.07233880313791734,2.0,0.1360971923996623,3.0,14.0,5.0,10.0,10.0,0.006711409395973145,0.9765100671140938,0.9697986577181207,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,18.0,6.0,14.0,14,30,3,4,single_elimination,False,0.06040268456375839,0.07569447999188013,1.0,0.13609716455563853,2.0,15.0,4.0,13.0,13.0,0.010067114093959724,0.9798657718120805,0.9697986577181207,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,36.5,9.125,1.0,13,30,4,5,multi_elimination,False,0.08752997601918465,0.07692324133764265,7.0,0.1644532173568273,13.0,8.0,11.0,-6.0,6.0,0.0,1.0,1.0,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,35.0,8.75,2.0,13,30,4,5,multi_elimination,False,0.08393285371702638,0.07692802433148348,2.0,0.16086087804850985,11.0,4.0,12.0,0.0,0.0,0.0,1.0,1.0,False,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,35.0,8.75,2.0,13,30,4,5,multi_elimination,False,0.08393285371702638,0.07692802433148348,2.0,0.16086087804850985,11.0,4.0,12.0,0.0,0.0,0.0,1.0,1.0,False,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,34.0,8.5,4.0,13,30,4,5,multi_elimination,False,0.0815347721822542,0.0769201960522336,9.0,0.1584549682344878,9.0,13.0,5.0,-5.0,5.0,0.0,1.0,1.0,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,34.0,8.5,4.0,13,30,4,5,multi_elimination,False,0.0815347721822542,0.0769201960522336,9.0,0.1584549682344878,9.0,13.0,5.0,-5.0,5.0,0.0,1.0,1.0,False,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,33.0,8.25,6.0,13,30,4,5,multi_elimination,False,0.07913669064748201,0.07692578799068789,4.0,0.1560624786381699,8.0,10.0,9.0,2.0,2.0,0.0,1.0,1.0,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,32.5,8.125,7.0,13,30,4,5,multi_elimination,False,0.07793764988009592,0.0769251401191206,5.0,0.15486278999921654,6.0,12.0,7.0,2.0,2.0,0.0,1.0,1.0,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,32.5,8.125,7.0,13,30,4,5,multi_elimination,False,0.07793764988009592,0.0769251401191206,5.0,0.15486278999921654,6.0,12.0,7.0,2.0,2.0,0.0,1.0,1.0,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,31.5,7.875,9.0,13,30,4,5,multi_elimination,False,0.07553956834532374,0.07693022215592729,1.0,0.15246979050125103,5.0,10.0,9.0,8.0,8.0,0.0,1.0,1.0,False,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,29.5,7.375,10.0,13,30,4,5,multi_elimination,False,0.07074340527577938,0.07692172935285554,8.0,0.14766513462863493,4.0,18.0,4.0,2.0,2.0,0.0,1.0,1.0,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,29.0,7.25,11.0,13,30,4,5,multi_elimination,False,0.06954436450839328,0.0769178634912658,12.0,0.14646222799965908,3.0,23.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
